"Salary" "Neuroticism" "Education" "Sex"
"497" 60193.1015396827 4.16602790879812 "Medium" "M"
"498" 49473.5025964524 1.2451876680129 "Low" "F"
"499" 68753.5072049863 2.8060606816917 "Medium" "M"
"500" 75747.4940170174 3.89311238532688 "High" "F"
"501" 58537.9540140661 2.40213197170794 "Medium" "F"
"502" 67122.6719611917 2.36443822195736 "Medium" "F"
"503" 54894.2846699515 3.23684025703397 "Medium" "F"
"504" 55965.7034696181 2.28571515251725 "Low" "M"
"505" 71517.8064443046 1.07595936306509 "Medium" "M"
"506" 31327.7032247241 3.2868242328135 "Low" "M"
"507" 39730.3247101861 3.46536569428138 "Medium" "F"
"508" 45514.4177949539 5.31476842252721 "Medium" "F"
"509" 100834.764236546 4.69074730661704 "High" "F"
"510" 56128.488594975 2.8706451110317 "Medium" "M"
"511" 42058.4663486165 5.64016343126125 "Medium" "F"
"512" 39562.305793192 4.81625660410715 "Low" "F"
"513" 89187.4913486598 3.0654870743429 "High" "M"
"514" 67821.3045304078 3.6525749992563 "Medium" "M"
"515" 58518.3805522215 3.07185943488269 "Medium" "F"
"516" 53798.1780449131 2.55822055572162 "Low" "M"
"517" 46953.1701725594 3.44642931663903 "Medium" "M"
"518" 83809.6973975013 3.02861937168524 "High" "F"
"519" 32878.6006951185 2.64233723826101 "Low" "M"
"520" 81852.1431993975 5.59906580845631 "High" "F"
"521" 62956.5683832665 3.1121146232171 "Medium" "F"
"522" 73993.0484261851 3.1131076609692 "Medium" "F"
"523" 79406.1134259772 4.44607071862983 "Medium" "M"
"524" 40326.9969092633 3.16545559304646 "Low" "F"
"525" 60485.2189741425 1.84496226605084 "Medium" "M"
"526" 50883.717057469 3.44729511991696 "Medium" "F"
"527" 71539.9293850404 5.51737202640946 "High" "M"
"528" 36210.1308778329 3.60668688150969 "Low" "F"
"529" 101120.516971883 4.4643212706881 "High" "M"
"530" 45774.3695598546 3.86785434497673 "Medium" "M"
"531" 71821.2220892935 3.08407652848199 "High" "M"
"532" 55324.642009135 3.50839429862301 "Medium" "M"
"533" 70784.8087242736 2.43742994631539 "Medium" "M"
"534" 90896.0158715802 3.7148482639952 "High" "M"
"535" 28384.4747627042 3.1972174808897 "Low" "M"
"536" 66211.9224937332 2.28168768107301 "Medium" "M"
"537" 59551.0026706018 3.48004197096595 "Medium" "F"
"538" 92115.2217524817 4.4714751741889 "High" "M"
"539" 73025.394232006 3.29906421060889 "Medium" "M"
"540" 51257.2500807514 4.80768841290144 "Medium" "F"
"541" 84068.9398968836 3.23311232123219 "High" "F"
"542" 47085.6415799914 2.91596467185811 "Low" "F"
"543" 61761.504984867 4.02991736910447 "High" "F"
"544" 58322.0685644714 3.02953124980322 "Medium" "M"
"545" 85003.6892558643 4.50200077408939 "High" "F"
"546" 77647.6593729978 3.23477414116439 "High" "M"
"547" 45544.3981770404 1.27732688850442 "Low" "F"
"548" 81529.3076074961 3.68372202950361 "High" "F"
"549" 66017.113628098 5.60120827120836 "High" "F"
"550" 49541.273067872 3.29979220176588 "Medium" "M"
"551" 57563.9214708088 3.53511575367761 "Medium" "M"
"552" 38510.2897772664 2.23648425365891 "Low" "M"
"553" 68745.6888259102 3.65382198103102 "Medium" "F"
"554" 100552.209098207 3.29343740923126 "High" "M"
"555" 56887.7946877832 4.24063158607614 "Medium" "F"
"556" 63452.7118524192 3.75131875081273 "Medium" "M"
"557" 62869.6467481308 2.56376584943363 "Medium" "M"
"558" 67529.1447490102 3.29875798821401 "Medium" "F"
"559" 60977.277725223 3.86368072228974 "Medium" "F"
"560" 42559.8635620107 2.8746489469533 "Low" "F"
"561" 49310.7532480331 3.66358875742043 "Low" "M"
"562" 71039.278042441 3.58255941527237 "High" "M"
"563" 92637.1661720967 5.0586150038414 "High" "F"
"564" 42209.0748568969 3.2833879376348 "Low" "M"
"565" 63523.781226437 3.11348631907583 "Medium" "F"
"566" 57922.660717714 2.41909560048772 "Medium" "F"
"567" 62772.1170285004 2.32244737803655 "Medium" "F"
"568" 82757.7813758577 4.49661917063484 "High" "F"
"569" 37920.8854959781 3.19147210448118 "Medium" "M"
"570" 67300.9823201327 5.62455159111245 "High" "M"
"571" 65731.2215637585 3.70900595304515 "Medium" "M"
"572" 78033.2185738797 3.78832407616427 "High" "M"
"573" 55382.5800325652 2.37674160936442 "Medium" "M"
"574" 55741.9630979534 2.75502563092906 "Medium" "F"
"575" 81591.8039831189 4.39853677010783 "High" "M"
"576" 44038.059842807 2.86725158994579 "Medium" "M"
"577" 69016.294743534 3.69115811341176 "Medium" "M"
"578" 18467.4155468129 2.1131401128242 "Low" "M"
"579" 55621.4110021591 3.16207845219681 "Medium" "M"
"580" 54535.5367852341 2.62859421731711 "Medium" "M"
"581" 59583.1780227595 5.7320602232917 "High" "M"
"582" 66822.7065706007 4.38977270244751 "High" "M"
"583" 82132.7772506083 4.30271124277263 "High" "M"
"584" 65306.7625958856 1.80794180397357 "Medium" "F"
"585" 74473.3818350113 4.66905935370116 "High" "F"
"586" 19086.7299203775 1.52473607086752 "Low" "M"
"587" 49026.7798098773 2.49114747191566 "Medium" "M"
"588" 56352.3523529166 4.03612484058223 "Medium" "M"
"589" 71730.0761360962 3.7193874457841 "High" "M"
"590" 57868.6430827038 1.75970253116766 "Medium" "F"
"591" 66780.5975392175 4.76305591417175 "Medium" "F"
"592" 51795.3274013608 0.369087874707892 "Low" "F"
"593" 66394.5435403643 4.59480913609088 "High" "F"
"594" 33058.3035022967 3.26691367800216 "Low" "F"
"595" 40701.6990113525 1.85992403252703 "Low" "F"
"596" 70925.950011276 4.48509506466242 "High" "M"
"597" 48588.0883759996 3.62704972376428 "Medium" "F"
"598" 56834.8802416187 4.1405100460918 "Medium" "F"
"599" 86810.3544180733 4.519080602575 "High" "F"
"600" 45163.5012207098 2.18950216170774 "Low" "M"
"601" 36426.950807386 3.18047614613267 "Low" "F"
"602" 62600.4603319187 3.93563495274307 "Medium" "F"
"603" 53892.2778573915 1.5990496160589 "Low" "F"
"604" 64088.9896691497 2.05641603728573 "Medium" "F"
"605" 46373.8633026113 2.53536544346532 "Low" "M"
"606" 68110.8806972486 3.87196618991686 "High" "M"
"607" 42297.6846875635 1.55724663232211 "Low" "M"
"608" 75074.1715443471 4.17747922989409 "High" "M"
"609" 67604.3054543083 2.12538266142012 "Medium" "M"
"610" 64418.3797959108 3.38981877958391 "Medium" "F"
"611" 61656.4088213593 2.71872298354942 "Medium" "M"
"612" 29908.6548284545 3.21562253637144 "Low" "F"
"613" 23105.490447279 4.46819470944967 "Low" "F"
"614" 86329.7188072501 3.32391273376123 "High" "M"
"615" 72651.4716670904 4.15505699848378 "Medium" "M"
"616" 68434.3471315386 4.81021597067825 "High" "F"
"617" 75995.2798727461 4.04591152457567 "High" "M"
"618" 85354.4865320313 3.71858013171372 "High" "M"
"619" 68518.5024286346 5.45058337066351 "High" "M"
"620" 49929.1455513974 0.686599771298047 "Low" "F"
"621" 81732.4409375763 3.55677337807514 "High" "F"
"622" 76204.2309555543 2.87928045257869 "High" "F"
"623" 84746.7715840878 5.2969324537128 "High" "F"
"624" 71118.6545251656 3.089396245895 "Medium" "M"
"625" 55094.1541426128 1.95066347981062 "Low" "M"
"626" 64461.5591171037 5.97022748801256 "Medium" "M"
"627" 55399.6445118221 3.20947498757986 "Medium" "F"
"628" 76360.2125482273 3.72702869342905 "High" "M"
"629" 62866.6930168174 3.50816695909391 "Medium" "F"
"630" 73339.6879722929 1.91331366095821 "Medium" "F"
"631" 74609.4372816581 4.52437596996032 "High" "M"
"632" 75648.6918038198 4.02374327921745 "High" "F"
"633" 52385.3864634758 3.65214234425319 "Medium" "F"
"634" 80961.0753777665 2.41359477104384 "Medium" "F"
"635" 16972.6971128396 1.52528218643611 "Low" "F"
"636" 42234.9754029054 1.80661673739462 "Low" "F"
"637" 83121.3361695227 3.45024313779232 "High" "M"
"638" 63761.6558437899 5.21475777695635 "High" "M"
"639" 79099.0621104194 5.45385953018939 "High" "F"
"640" 39299.736646733 3.11825919195295 "Medium" "F"
"641" 72911.9271108572 2.94578514831808 "Medium" "F"
"642" 62462.0471481782 3.82495053763185 "High" "F"
"643" 55037.2821762241 4.16493562177992 "High" "M"
"644" 52004.4208184887 3.33491062906837 "Medium" "F"
"645" 42625.1556251981 2.64613151882106 "Low" "M"
"646" 56118.4719552076 2.61479142837077 "Medium" "F"
"647" 57497.2021251418 2.52924146655624 "Medium" "F"
"648" 41487.1009715656 3.42042301543949 "Low" "M"
"649" 50858.5992825664 2.78385685038814 "Medium" "F"
"650" 58944.7803439614 3.51088192502037 "Medium" "M"
"651" 85898.219996946 4.05719984055879 "High" "M"
"652" 101746.27145638 3.28817055830363 "High" "F"
"653" 64341.5432686415 3.75674506235682 "Medium" "M"
"654" 79675.4718992229 3.39995880150973 "Medium" "F"
"655" 61311.1722908794 4.44710477944315 "Medium" "F"
"656" 79660.7032981242 4.20610095810331 "High" "M"
"657" 55785.9455097403 3.82281051530495 "High" "F"
"658" 27037.4580685632 2.63611019405077 "Low" "M"
"659" 61350.4999115618 2.24011649658613 "Medium" "F"
"660" 71789.3928455389 2.53863353746338 "Medium" "F"
"661" 74734.7661451189 4.5414237478647 "High" "F"
"662" 87346.9917805819 3.82146590487562 "High" "F"
"663" 30013.9137270174 2.34223845512411 "Low" "F"
"664" 58237.0775345149 3.15383071995956 "Medium" "F"
"665" 46423.8745041529 1.84323978408362 "Low" "F"
"666" 44553.8817311902 0.675305351470915 "Low" "F"
"667" 80186.5247179535 4.403613026493 "High" "F"
"668" 31645.4989386433 3.04871411190743 "Low" "F"
"669" 69512.1366225849 2.15208487517367 "Medium" "M"
"670" 35854.1271576708 3.663988862281 "Low" "F"
"671" 39946.8604301595 2.72733045016109 "Low" "F"
"672" 34439.808263465 4.39747133958298 "Medium" "M"
"673" 37423.4511347747 1.58146333545676 "Low" "F"
"674" 43585.8680334564 3.39456071485753 "Medium" "M"
"675" 43179.7792913062 3.16681271563013 "Medium" "M"
"676" 52772.9750210343 3.908220259627 "Medium" "M"
"677" 80229.1029778914 3.61425364665738 "High" "M"
"678" 45009.2533278886 2.38992577003687 "Low" "M"
"679" 79247.5690271374 1.73384834587554 "Medium" "F"
"680" 68573.7155963222 2.58837756623094 "Medium" "F"
"681" 71919.2305376666 3.35892331881184 "Medium" "F"
"682" 57393.5736019155 2.64924229763867 "Medium" "F"
"683" 76772.5261158992 4.06863955659069 "High" "F"
"684" 93905.2133864525 3.70639044568015 "High" "M"
"685" 78056.055157484 4.62393425882273 "High" "F"
"686" 38051.4390637243 4.24966129113007 "Medium" "F"
"687" 54177.4533253889 2.55006607656892 "Medium" "F"
"688" 54171.9102799946 2.13644585234065 "Low" "M"
"689" 49186.7861778834 4.4812316513496 "Medium" "M"
"690" 72128.3967018636 1.37509267038234 "Medium" "M"
"691" 43020.7477863006 2.12551816428688 "Low" "M"
"692" 48362.9737308457 5.01471013417547 "Medium" "M"
"693" 49567.7088927059 5.12473263248612 "Medium" "M"
"694" 45664.1316394614 2.53222214356893 "Low" "F"
"695" 66218.1765880918 2.51497489865816 "Medium" "F"
"696" 74291.0819134739 3.39343060295324 "Medium" "F"
"697" 41734.2433668321 1.84130903295159 "Low" "F"
"698" 26463.787847388 3.63873345026862 "Low" "F"
"699" 65532.8581028047 2.56374038268071 "Medium" "F"
"700" 67624.5630483126 3.5705224886993 "Medium" "M"
"701" 103714.627339936 4.63496327883803 "High" "M"
"702" 58272.386519334 2.60554542931563 "Medium" "M"
"703" 35222.6566439475 3.12544399639515 "Low" "M"
"704" 92567.8515086755 3.4673668845882 "High" "F"
"705" 73245.0925401439 3.79018903498993 "Medium" "M"
"706" 49806.424300782 4.18834692426819 "Medium" "M"
"707" 71767.5831832487 2.40841120386003 "Medium" "F"
"708" 50822.0498610881 4.19802161298317 "Medium" "M"
"709" 32591.2235694864 1.98065908144889 "Low" "F"
"710" 66966.3742418482 3.50346179479004 "Medium" "M"
"711" 61454.5329780435 3.4244861945377 "Medium" "F"
"712" 66768.4303829683 2.8875155992886 "Medium" "F"
"713" 53488.5777664834 3.48105321325096 "Medium" "M"
"714" 85324.4289847273 2.20183974470281 "Medium" "M"
"715" 68894.2369424883 3.13597662952459 "Medium" "M"
"716" 53925.7613273068 3.95711985518569 "Medium" "F"
"717" 57048.7391133998 0.542618445976679 "Low" "M"
"718" 33122.9238299266 1.12838722690398 "Low" "M"
"719" 82470.2196711648 3.11395204497558 "High" "F"
"720" 62966.1589391054 1.04202966806674 "Low" "F"
"721" 57390.1885318854 3.6103632584276 "Medium" "M"
"722" 74554.0586584069 2.40458224843372 "Medium" "M"
"723" 65753.6686215613 1.40443765968482 "Medium" "F"
"724" 56352.9574278841 3.56157599841784 "High" "F"
"725" 52338.1359288464 2.91872577038087 "Medium" "M"
"726" 79707.7976794139 4.83722161613448 "High" "M"
"727" 100127.274653302 3.1636216454937 "High" "F"
"728" 50323.5824246794 4.24351586711599 "Medium" "F"
"729" 81857.6173933716 4.44589205899971 "High" "M"
"730" 29681.4523891515 2.7078651050209 "Low" "F"
"731" 52364.3190364998 2.52443606762056 "Medium" "M"
"732" 64729.7623391143 5.77356803128312 "High" "F"
"733" 76920.2946293761 3.11196026062238 "Medium" "M"
"734" 96860.3560234168 2.54802060071789 "High" "M"
"735" 49158.4750446001 2.22452485171879 "Low" "M"
"736" 80046.9513095968 1.60086357702164 "Medium" "M"
"737" 76361.1720153913 3.84076745239773 "High" "M"
"738" 90081.5682681529 3.74540106995994 "High" "F"
"739" 60994.0056052349 3.83422837858887 "Medium" "F"
"740" 26543.837732821 3.26029532672677 "Low" "M"
"741" 73183.7329628009 3.48599765670093 "High" "F"
"742" 39617.9819420659 3.0866750877326 "Low" "F"
"743" 39281.1788893961 3.61440958816722 "Low" "F"
"744" 59966.307755058 2.58280962432018 "Medium" "M"
"745" 51912.7480123383 2.69526829573974 "Medium" "F"
"746" 35174.0361481185 3.80772161834395 "Medium" "F"
"747" 84267.5377266198 4.26209004966341 "High" "F"
"748" 36596.4438807734 2.86700369830857 "Low" "F"
"749" 62376.4525729563 4.45128843305569 "Medium" "F"
"750" 61364.793490125 4.43626330639243 "High" "M"
"751" 43257.1708647534 4.1499668076607 "Medium" "M"
"752" 38418.6750756485 2.9302847112169 "Low" "M"
"753" 24391.9926997455 2.76870276030385 "Low" "F"
"754" 18127.6962538733 2.72812400943148 "Low" "M"
"755" 65401.5782057881 4.35451857322772 "Medium" "M"
"756" 74477.1852242801 2.39661645469498 "Medium" "F"
"757" 53066.2719452272 2.30875703950442 "Medium" "F"
"758" 75027.2513716549 4.61114315293967 "High" "F"
"759" 29404.8951062563 2.29637329035918 "Low" "F"
"760" 45094.8519196905 2.46171964069993 "Low" "F"
"761" 58096.2320591522 3.88497550342515 "Medium" "M"
"762" 29434.3869608115 3.04159091896131 "Low" "F"
"763" 53099.9941276977 3.0279620317089 "Medium" "M"
"764" 50024.6213508727 2.98538796281739 "Medium" "M"
"765" 65605.5079242261 3.31501593660863 "Medium" "F"
"766" 44620.1740579013 3.30598368980401 "Low" "M"
"767" 44581.467161737 2.76221515323548 "Low" "F"
"768" 46593.4554589741 4.47546635940148 "Medium" "F"
"769" 40833.9376058309 3.24566980659437 "Medium" "M"
"770" 63113.6787450631 4.21310768062485 "Medium" "F"
"771" 75113.8146378106 4.85960144593979 "High" "M"
"772" 77581.1103392849 4.62833336042027 "High" "F"
"773" 71165.9726749184 3.60619548754789 "Medium" "M"
"774" 70971.3667781726 3.86691260195672 "High" "M"
"775" 55039.9011507463 2.30546643202905 "Low" "M"
"776" 55504.9037092012 3.44801091906026 "Medium" "M"
"777" 52734.4439695884 3.29392264889865 "Medium" "M"
"778" 55429.3626805125 4.05736630288886 "Medium" "F"
"779" 65701.523283614 3.15887113096782 "Medium" "F"
"780" 77997.1094182983 4.04575556624819 "High" "F"
"781" 52426.1534460854 2.8387531829899 "Medium" "F"
"782" 77388.3401452116 3.98774246773975 "High" "M"
"783" 13366.2248569562 2.33984424496539 "Low" "M"
"784" 63028.4125323504 1.27708372188414 "Medium" "F"
"785" 89846.8393874552 2.94075280390343 "High" "M"
"786" 59274.3982913329 3.19031099903284 "Medium" "F"
"787" 50432.9130892719 2.1720878401692 "Low" "F"
"788" 51315.6308016555 1.37343141715632 "Low" "M"
"789" 74945.5417069632 1.55212557143802 "Medium" "F"
"790" 88685.4393795299 3.80332741808631 "High" "M"
"791" 58292.6763503198 4.66368470065578 "High" "M"
"792" 54988.7561944985 4.76590240686713 "Medium" "M"
"793" 60278.6843032469 2.36571719321436 "Low" "F"
"794" 50474.005705711 4.52683633919266 "Medium" "F"
"795" 84916.3564205463 4.17670367619772 "High" "F"
"796" 62162.096263903 3.35081218763289 "Medium" "M"
"797" 46958.0870200712 2.67583056246307 "Low" "F"
"798" 60814.405428798 2.50902645999575 "Medium" "F"
"799" 53805.8105926234 3.20804005998614 "Medium" "M"
"800" 58676.4592206806 4.02767934341345 "Medium" "F"
"801" 65813.2874619447 2.61219050858942 "Medium" "M"
"802" 59935.4837628155 2.97765207493172 "Medium" "F"
"803" 46013.813050975 1.41875866704801 "Low" "M"
"804" 45216.7946366586 2.70103599103728 "Low" "M"
"805" 50753.6708532239 3.61481649668387 "Medium" "F"
"806" 90745.6421089823 4.6592897906764 "High" "M"
"807" 89861.3490363521 2.21090620057807 "Medium" "M"
"808" 77221.0854808301 3.34372944909711 "Medium" "F"
"809" 59007.4674364239 2.44630036267126 "Medium" "M"
"810" 40395.6426268549 3.25186061771183 "Medium" "F"
"811" 37850.8703999983 3.54466761497631 "Low" "F"
"812" 72558.9879729102 2.82235793785962 "Medium" "M"
"813" 67282.4383568501 3.86398094989885 "Medium" "F"
"814" 68770.5548452326 3.46588272895079 "High" "M"
"815" 69167.8621306163 3.69733991655557 "High" "F"
"816" 41803.1607759197 2.77305750320973 "Low" "F"
"817" 70288.0740099307 2.67246927007557 "Medium" "F"
"818" 57373.6830162597 0.944820906712749 "Low" "F"
"819" 65859.5911143231 4.33219164199119 "Medium" "F"
"820" 48810.2042757366 3.55980554455485 "Medium" "M"
"821" 48117.9333382797 2.75396902020385 "Medium" "F"
"822" 44998.8218123615 1.54995679540685 "Medium" "M"
"823" 60196.0294357273 4.87599776752587 "Medium" "M"
"824" 77964.4613958578 7 "High" "F"
"825" 64020.0707953024 3.42930324875529 "Medium" "M"
"826" 26970.751229667 3.12397740803222 "Low" "M"
"827" 74463.6774936139 4.29752678610953 "Medium" "F"
"828" 39980.5608528686 1.79945486546988 "Low" "F"
"829" 82172.3316586727 2.95239263073354 "Medium" "F"
"830" 72989.5545840742 1.77784351458091 "Medium" "F"
"831" 57683.1680151434 1.76977044205008 "Low" "M"
"832" 81715.7284427912 4.63714835692249 "High" "M"
"833" 61191.0153249243 3.0040211880802 "Medium" "F"
"834" 50250.3812573004 3.06932871041494 "Medium" "F"
"835" 55023.3027663094 3.15610325346955 "Medium" "F"
"836" 66706.4777642673 1.66128197052955 "Medium" "F"
"837" 61283.6762236897 3.96722622683034 "Medium" "F"
"838" 65442.4879440886 2.01996080797677 "Medium" "M"
"839" 59636.2821978283 3.07414443013246 "Medium" "F"
"840" 45329.5795739149 2.02416878064447 "Low" "M"
"841" 74924.106671096 3.91923119337588 "High" "M"
"842" 49961.4102884061 4.49847924830483 "Medium" "F"
"843" 46499.9802891592 2.75531736926823 "Medium" "M"
"844" 53963.4051078577 1.73005949496128 "Low" "F"
"845" 66603.2106351647 1.95494638328834 "Medium" "M"
"846" 62718.2417049665 2.56441012916782 "Medium" "M"
"847" 75687.3748420233 3.11032649364914 "High" "M"
"848" 37607.8114366213 2.74678615468767 "Low" "M"
"849" 32449.6471380659 1.66184771115134 "Low" "M"
"850" 28926.5872816543 2.65808905431054 "Low" "F"
"851" 39806.8103101208 3.12719211348903 "Medium" "F"
"852" 76846.1898561325 2.02843809208963 "Medium" "F"
"853" 84186.6852017106 3.43093525009631 "High" "M"
"854" 45359.2775611782 4.00775936685482 "Medium" "M"
"855" 70998.5806009516 4.02309390162309 "Medium" "M"
"856" 61195.0399078526 4.96423333850309 "Medium" "F"
"857" 88472.459612358 4.10277605354358 "High" "F"
"858" 44291.9480662324 1.12164290921283 "Low" "F"
"859" 39611.5904127455 1.74259146538476 "Low" "M"
"860" 77608.358437948 4.45453587202459 "High" "M"
"861" 59073.3954031276 4.87422779215998 "Medium" "M"
"862" 50421.6328259385 2.49245414196899 "Low" "F"
"863" 74993.3782091644 4.22567264539908 "Medium" "F"
"864" 52603.2674694887 3.90785649896855 "Medium" "F"
"865" 53441.2145629414 2.25505527888244 "Medium" "M"
"866" 62651.835578882 3.10611978606342 "Medium" "F"
"867" 71422.9991747269 3.51277346314676 "Low" "M"
"868" 33987.1767049982 3.14641923355689 "Low" "F"
"869" 72279.6431252223 3.64810548091515 "Medium" "F"
"870" 56584.2376794914 3.65947439219373 "Medium" "F"
"871" 38047.7152886908 1.97906069481312 "Low" "F"
"872" 38233.8831907956 1.27226102988284 "Low" "M"
"873" 73334.2705734776 5.21166402319732 "High" "M"
"874" 84239.6942184106 2.03982798970846 "Medium" "F"
"875" 86670.0600382066 3.30435006476606 "High" "M"
"876" 64302.1723895793 3.78910077869756 "Medium" "F"
"877" 55498.1906826622 1.32108154747864 "Low" "M"
"878" 86149.2798389441 2.78108844034155 "Medium" "F"
"879" 92833.6515119196 3.09614337995928 "High" "F"
"880" 42756.0976767119 3.78201431376415 "Medium" "M"
"881" 28623.5000426288 2.77953773729324 "Low" "F"
"882" 60756.2162322613 4.46597143972666 "High" "F"
"883" 27340.1570487673 3.62989609841689 "Medium" "F"
"884" 54440.7606653698 2.87423472872637 "Low" "F"
"885" 53211.396228461 3.79797141351162 "Medium" "M"
"886" 91200.8677142533 2.42529743593469 "High" "M"
"887" 74755.7077422792 3.12515286740698 "Medium" "M"
"888" 54788.6166807191 3.3481929606993 "Medium" "M"
"889" 56965.8337456602 3.87080402053351 "Medium" "M"
"890" 49740.8642479182 1.38485594192998 "Low" "M"
"891" 65171.2462524709 2.82570857106823 "Medium" "M"
"892" 74998.1624779924 3.18932411830077 "High" "M"
"893" 65598.1701976544 4.15469508934046 "Medium" "F"
"894" 62761.3863927148 4.34406082601595 "Medium" "M"
"895" 74180.8105991057 4.77822738988344 "High" "F"
"896" 70451.7594595411 3.06233579318491 "High" "M"
"897" 47388.3811426108 2.78435151781565 "Low" "M"
"898" 73134.3248188958 4.23426231356596 "Medium" "F"
"899" 56768.6877428884 2.54190728899738 "Low" "F"
"900" 91842.0629923559 3.62257687032642 "High" "M"
"901" 78321.6947780157 3.17867470372405 "High" "M"
"902" 57198.1410805219 2.6842576370358 "Medium" "M"
"903" 71054.8921374775 4.71605793376162 "High" "F"
"904" 57756.601777621 2.88370432565874 "Medium" "F"
"905" 68159.1728192728 3.44649095939877 "Medium" "M"
"906" 59448.2444566462 4.35761088890491 "Medium" "M"
"907" 57219.4962819012 4.59952415904602 "High" "M"
"908" 54513.4504998071 5.27077625900849 "High" "F"
"909" 85589.6218175655 2.65329000973033 "High" "F"
"910" 44417.758725097 2.15894813015527 "Low" "M"
"911" 15555.8980835486 2.45409046566303 "Low" "M"
"912" 30622.4378190879 2.89245450502215 "Low" "F"
"913" 84357.7141206226 3.10774685660148 "High" "F"
"914" 74684.3479941238 3.94038334319072 "Medium" "F"
"915" 37214.2018279221 3.51459047708903 "Medium" "M"
"916" 65054.6627058548 4.33102861979115 "High" "M"
"917" 47043.5420230933 3.68625365160942 "Medium" "F"
"918" 63306.6995319126 3.15286035752086 "Medium" "M"
"919" 61535.9961873389 4.04227527929589 "Medium" "F"
"920" 55131.3533090721 3.8055460318309 "Medium" "M"
"921" 62432.5564279954 3.97760712082813 "High" "M"
"922" 31156.1283198629 3.28665654619737 "Low" "M"
"923" 53631.4793675198 3.50192975801884 "Medium" "M"
"924" 75550.5277548574 4.67670757155646 "High" "M"
"925" 81234.0752448574 2.74497315452722 "Medium" "M"
"926" 47967.0746730396 4.60131416089597 "Medium" "M"
"927" 61809.6756352499 3.24878383456975 "Medium" "M"
"928" 50121.1626885402 3.97594434562842 "Medium" "F"
"929" 28141.3190759329 2.31308177043177 "Low" "M"
"930" 88206.2876738 3.86712813851438 "High" "F"
"931" 65602.6361729552 4.77546288277147 "High" "F"
"932" 77959.8845791214 1.04584805725006 "Low" "F"
"933" 79520.200465371 4.51418646001273 "High" "F"
"934" 60285.2124325349 3.58815430321995 "Medium" "M"
"935" 88456.6515995906 1.80498226140417 "High" "M"
"936" 61310.1278065089 2.71300845232892 "Low" "F"
"937" 75749.5314505963 1.40113349463977 "Medium" "F"
"938" 75035.2424783032 4.66907000490287 "High" "F"
"939" 68486.9158186982 3.71835190219399 "High" "F"
"940" 32422.9940909898 1.80531735390068 "Low" "M"
"941" 71271.3034218275 4.09998805869525 "High" "M"
"942" 69986.2609588792 4.42428577231769 "Medium" "F"
"943" 60954.9576958618 2.70984962542062 "Medium" "F"
"944" 50516.95325237 3.72861015813681 "Medium" "M"
"945" 49551.6563149797 2.68977274013646 "Low" "M"
"946" 60925.8861921747 1.39165730027716 "Low" "F"
"947" 58995.9240319932 1.76597703430703 "Medium" "F"
"948" 62659.1687160085 1.55123129872388 "Medium" "M"
"949" 62964.0979937393 3.72278055702 "Medium" "M"
"950" 60999.6155199646 3.22253163937845 "Medium" "M"
"951" 59259.8459936889 4.83191727230654 "Medium" "F"
"952" 59157.3082597246 2.88825954489402 "Low" "F"
"953" 76541.2153652463 4.83116964073147 "High" "F"
"954" 34104.6840299184 3.53763330775624 "Low" "F"
"955" 68099.7736414836 2.82475342252322 "Medium" "M"
"956" 77813.7450590665 4.54127408462073 "High" "M"
"957" 65073.9686117788 3.99382860261516 "Medium" "M"
"958" 34625.7778015707 3.56748359744556 "Low" "M"
"959" 63356.5515985717 3.90322108017504 "Medium" "F"
"960" 41890.914087361 3.61169847085602 "Medium" "F"
"961" 64028.6838818926 2.51103525190406 "Medium" "F"
"962" 52652.9723618247 3.87497334998853 "Medium" "M"
"963" 45829.0638472157 3.67923762557602 "Medium" "F"
"964" 34979.9943133267 2.93996911737601 "Low" "M"
"965" 82854.1633030047 4.4674741528297 "High" "M"
"966" 62659.745585582 3.07989125790987 "Medium" "F"
"967" 69011.5991940818 3.18657290446202 "Medium" "M"
"968" 50058.5194621868 2.98530941249781 "Low" "F"
"969" 88850.1817554006 4.25234446147433 "High" "M"
"970" 60086.4213915063 2.54357227342424 "Medium" "F"
"971" 66108.0771441031 3.85813994558861 "High" "M"
"972" 43079.6710127286 1.27248262645985 "Low" "F"
"973" 96544.6576877412 3.28033196889983 "High" "F"
"974" 60056.7109256564 3.12874268646197 "Medium" "M"
"975" 48564.883400909 1.71722500017844 "Medium" "F"
"976" 72182.7687879543 1.8107758490581 "Medium" "M"
"977" 79542.7011206797 5.04702985423918 "High" "M"
"978" 39214.118286914 1.90631864798024 "Low" "M"
"979" 69150.497133334 1.67150456604404 "Medium" "M"
"980" 76750.1677472033 3.15584401227863 "Medium" "M"
"981" 71111.4022173817 4.3799110177079 "Medium" "F"
"982" 53555.7552140687 3.81751797335551 "Medium" "F"
"983" 78722.3078376033 4.48261620969517 "High" "F"
"984" 40548.440695683 4.26268584352477 "Medium" "F"
"985" 74501.411719346 3.44724525488206 "High" "M"
"986" 100258.619985065 4.72872671479922 "High" "M"
"987" 60645.2813828739 1.89738382591277 "Low" "F"
"988" 39193.0866131869 2.39919792358618 "Low" "F"
"989" 26489.1263958701 4.2889092622941 "Low" "F"
"990" 42258.6408562191 4.07974023408997 "Medium" "M"
"991" 63141.5604329437 3.05415028892298 "Low" "F"
"992" 46817.9377178104 1.45242878552089 "Low" "F"
"993" 56901.5136074229 2.58102387477902 "Medium" "M"
